SN,Date,VCM_M1_FPC_UpCoil_Attach_MC_ID,VCM_Glue_lot_ID_1,VCM_M1_FPC_UpCoil_Attach_Staging_time,VCM_M1_FPC_UpCoil_Attach_End_Time,VCM_Feature_1,VCM_Feature_2,VCM_Feature_3,VCM_Feature_4,VCM_Feature_5,VCM_Feature_6,VCM_Feature_7,VCM_Feature_8,VCM_Feature_9,VCM_Feature_10,VCM_Feature_11,VCM_Feature_12,VCM_Feature_13,VCM_Feature_14,VCM_Feature_15,VCM_Feature_16,VCM_Feature_17,VCM_Feature_18,VCM_Feature_19,VCM_Feature_20,VCM_Feature_21,VCM_Feature_22,VCM_Feature_23,VCM_Feature_24,VCM_Feature_25,VCM_Feature_26,VCM_Feature_27,VCM_Feature_28,VCM_Feature_29,VCM_Feature_30,VCM_Feature_31,VCM_Feature_32,VCM_Feature_33,VCM_Feature_34,VCM_Feature_35,VCM_Feature_36,VCM_Feature_37,VCM_Feature_38,VCM_Feature_39,VCM_Feature_40,VCM_Feature_41,VCM_Feature_42,VCM_Feature_43,VCM_Feature_44,Results,Failed_Station,Failure_Mode,VCM_M1_Constant_Feature
SN000817,2026-05-11 15:22:22,MC_001,LOT_2001,20,2026-05-11 15:29:22,Normal,Slow,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,PASS,,,Locked
SN000818,2026-05-11 15:24:40,MC_004,LOT_2002,20,2026-05-11 15:29:40,High,Medium,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,PASS,,,Standby
SN000819,2026-05-11 15:26:58,MC_003,LOT_2001,10,2026-05-11 15:41:58,Normal,Slow,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,PASS,,,Normal
SN000820,2026-05-11 15:29:16,MC_004,LOT_2002,20,2026-05-11 15:40:16,Normal,Medium,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,PASS,,,Locked
SN000821,2026-05-11 15:31:35,MC_004,LOT_2005,10,2026-05-11 15:46:35,Normal,Medium,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,PASS,,,Normal
SN000822,2026-05-11 15:33:53,MC_003,LOT_2003,10,2026-05-11 15:45:53,Low,Medium,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,PASS,,,Standby
SN000823,2026-05-11 15:36:11,MC_002,LOT_2004,10,2026-05-11 15:44:11,Low,Medium,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,PASS,,,Normal
SN000824,2026-05-11 15:38:29,MC_002,LOT_2003,20,2026-05-11 15:49:29,High,Medium,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,PASS,,,Standby
SN000825,2026-05-11 15:40:48,MC_004,LOT_2003,30,2026-05-11 15:46:48,Normal,Slow,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,PASS,,,Locked
SN000826,2026-05-11 15:43:06,MC_002,LOT_2001,20,2026-05-11 15:54:06,Normal,Medium,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,PASS,,,Locked
SN000827,2026-05-11 15:45:24,MC_001,LOT_2004,10,2026-05-11 15:58:24,Normal,Medium,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,PASS,,,Standby
SN000828,2026-05-11 15:47:42,MC_002,LOT_2001,10,2026-05-11 15:53:42,Normal,Fast,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,PASS,,,Normal
SN000829,2026-05-11 15:50:00,MC_004,LOT_2001,10,2026-05-11 16:05:00,Normal,Medium,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,PASS,,,Locked
SN000830,2026-05-11 15:52:19,MC_001,LOT_2001,20,2026-05-11 16:03:19,Normal,Medium,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,PASS,,,Standby
SN000831,2026-05-11 15:54:37,MC_001,LOT_2003,20,2026-05-11 16:07:37,High,Medium,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,PASS,,,Standby
SN000832,2026-05-11 15:56:55,MC_003,LOT_2001,20,2026-05-11 16:05:55,Normal,Medium,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,PASS,,,Normal
SN000833,2026-05-11 15:59:13,MC_002,LOT_2002,10,2026-05-11 16:04:13,Normal,Slow,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,PASS,,,Locked
SN000834,2026-05-11 16:01:32,MC_001,LOT_2005,10,2026-05-11 16:09:32,Normal,Medium,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,PASS,,,Normal
SN000835,2026-05-11 16:03:50,MC_BAD_007,LOT_2003,20,2026-05-11 16:13:50,Normal,Medium,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,FAIL,FUNCTION_TEST,VA_DRIVER_NG,Locked
SN000836,2026-05-11 16:06:08,MC_003,LOT_2003,20,2026-05-11 16:14:08,Normal,Slow,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,PASS,,,Standby
SN000837,2026-05-11 16:08:26,MC_004,LOT_2001,20,2026-05-11 16:15:26,Normal,Medium,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,PASS,,,Standby
SN000838,2026-05-11 16:10:45,MC_004,LOT_2004,20,2026-05-11 16:22:45,Normal,Medium,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,PASS,,,Standby
SN000839,2026-05-11 16:13:03,MC_001,LOT_2001,10,2026-05-11 16:24:03,Normal,Medium,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,PASS,,,Standby
SN000840,2026-05-11 16:15:21,MC_005,LOT_2001,10,2026-05-11 16:23:21,High,Slow,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,PASS,,,Normal
SN000841,2026-05-11 16:17:39,MC_003,LOT_2003,20,2026-05-11 16:31:39,Low,Slow,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,PASS,,,Normal
SN000842,2026-05-11 16:19:58,MC_001,LOT_2003,20,2026-05-11 16:31:58,Normal,Medium,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,PASS,,,Standby
SN000843,2026-05-11 16:22:16,MC_005,LOT_2001,20,2026-05-11 16:27:16,Normal,Medium,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,PASS,,,Standby
SN000844,2026-05-11 16:24:34,MC_002,LOT_2003,20,2026-05-11 16:32:34,Normal,Medium,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,PASS,,,Locked
SN000845,2026-05-11 16:26:52,MC_004,LOT_2002,20,2026-05-11 16:32:52,Normal,Medium,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,PASS,,,Normal
SN000846,2026-05-11 16:29:11,MC_004,LOT_2003,10,2026-05-11 16:44:11,High,Slow,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,PASS,,,Locked
SN000847,2026-05-11 16:31:29,MC_002,LOT_2001,20,2026-05-11 16:40:29,Normal,Medium,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_1,VAL_2,VAL_2,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,PASS,,,Standby
SN000848,2026-05-11 16:33:47,MC_004,LOT_2002,20,2026-05-11 16:48:47,Normal,Medium,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,PASS,,,Normal
SN000849,2026-05-11 16:36:05,MC_005,LOT_2002,10,2026-05-11 16:45:05,Normal,Fast,VAL_1,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,PASS,,,Normal
SN000850,2026-05-11 16:38:24,MC_002,LOT_2001,10,2026-05-11 16:45:24,Normal,Medium,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_2,VAL_1,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,PASS,,,Locked
SN000851,2026-05-11 16:40:42,MC_004,LOT_2005,20,2026-05-11 16:46:42,Normal,Medium,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,PASS,,,Standby
SN000852,2026-05-11 16:43:00,MC_001,LOT_2004,10,2026-05-11 16:58:00,Normal,Medium,VAL_2,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_1,VAL_2,VAL_2,PASS,,,Normal
SN000853,2026-05-11 16:45:18,MC_003,LOT_2003,10,2026-05-11 16:53:18,Normal,Fast,VAL_3,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,PASS,,,Locked
SN000854,2026-05-11 16:47:36,MC_004,LOT_2005,10,2026-05-11 16:52:36,Normal,Medium,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_2,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_3,PASS,,,Normal
SN000855,2026-05-11 16:49:55,MC_003,LOT_2002,10,2026-05-11 17:04:55,Low,Medium,VAL_1,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_3,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_1,VAL_1,PASS,,,Standby
SN000856,2026-05-11 16:52:13,MC_001,LOT_2004,10,2026-05-11 17:00:13,Low,Medium,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_1,VAL_3,VAL_3,VAL_1,VAL_3,VAL_3,VAL_2,VAL_2,VAL_2,VAL_2,PASS,,,Standby
SN000857,2026-05-11 16:54:31,MC_003,LOT_2004,20,2026-05-11 17:08:31,Normal,Medium,VAL_2,VAL_2,VAL_2,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_1,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_2,VAL_1,VAL_3,VAL_1,VAL_1,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_3,VAL_2,VAL_3,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_1,PASS,,,Normal
SN000858,2026-05-11 16:56:49,MC_003,LOT_2001,20,2026-05-11 17:03:49,High,Medium,VAL_3,VAL_1,VAL_2,VAL_3,VAL_3,VAL_1,VAL_2,VAL_2,VAL_2,VAL_3,VAL_1,VAL_3,VAL_3,VAL_3,VAL_2,VAL_2,VAL_3,VAL_3,VAL_1,VAL_1,VAL_3,VAL_3,VAL_1,VAL_2,VAL_1,VAL_1,VAL_1,VAL_2,VAL_3,VAL_1,VAL_1,VAL_2,VAL_1,VAL_2,VAL_3,VAL_1,VAL_2,VAL_3,VAL_2,VAL_2,VAL_3,VAL_2,PASS,,,Normal
